experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,created_time_stamp
ca079f60-f613-44f5-9646-6dad19dec09a,2022-07-06-20-11-15,2022-07-06-20-11-15,True,2022-07-06 20:11:17.112041,,,Pipeline has been started.,experiment.csv,2022-07-06 20:11:17.112193
ca079f60-f613-44f5-9646-6dad19dec09a,2022-07-06-20-11-15,2022-07-06-20-11-15,False,2022-07-06 20:11:17.112041,2022-07-06 20:13:52.913998,0 days 00:02:35.801957,Pipeline has been completed.,experiment.csv,2022-07-06 20:13:52.914315
